CLOV,144
WISH,128
AMC,106
CLNE,84
BB,83
GME,64
WKHS,39
CLF,36
UWMC,35
RKT,31
TLRY,16
RNG,13
WWE,13
WEN,13
TWNK,11
ASO,10
QSR,10
RIDE,9
SNDL,9
SOFI,9
SPCE,8
SENS,8
HUYA,8
FUD,7
XL,7
ETSY,7
ASTS,6
WOOF,6
BNGO,6
GOEV,6
NEXT,5
PT,5
USPS,5
VIAC,5
BIG,4
BARK,4
OPEN,4
INO,4
TSLA,4
GM,4
OG,4
OCGN,4
PD,4
BFI,4
QS,4
CASH,3
PLAY,3
NOK,3
PLTR,3
DKNG,3
SDC,3
CLVS,3
WANT,3
CRSR,3
ROOT,3
WELL,3
EDIT,2
STEEL,2
NEED,2
NNDM,2
COW,2
LNG,2
UBS,2
NBA,2
AGO,2
III,2
TV,2
RLX,2
BCTX,2
ONE,2
UK,2
YY,2
SKLZ,2
COIN,2
CRH,2
HRC,1
CHAD,1
CARE,1
ABC,1
NEW,1
LOAN,1
VLDR,1
IMO,1
CTO,1
NFLX,1
ACB,1
LIFE,1
FUND,1
TELL,1
NOV,1
EOD,1
GT,1
NICE,1
CBD,1
THC,1
RISE,1
UPS,1
RF,1
PENN,1
GENI,1
VS,1
TWO,1
RC,1
IG,1
FCF,1
DTE,1
AMZN,1
BABA,1
PDD,1
EBAY,1
PAYS,1
DOOR,1
NIM,1
CPA,1
RHI,1
DOYU,1
FLOW,1
PV,1
LOVE,1
NVDA,1
BP,1
MOVE,1
JACK,1
GOOD,1
DFJ,1
PLAN,1
BK,1
NIO,1
AEVA,1
POST,1
FSR,1
SEE,1
MAIN,1
IDEA,1
SF,1
DROP,1
MC,1
REAL,1
RBC,1
,
